Shipment_ID,Order_ID,Shipment_Date,Delivery_Date,Delivery_Time
SHIP08224,ORD08224,2025-11-20,2025-11-30,240
SHIP08225,ORD08225,2024-10-21,2024-10-26,120
SHIP08226,ORD08226,2025-07-03,2025-07-15,288
SHIP08227,ORD08227,2025-01-31,2025-02-07,168
SHIP08228,ORD08228,2025-04-04,2025-04-09,120
SHIP08229,ORD08229,2024-08-01,2024-08-13,288
SHIP08230,ORD08230,2024-09-24,2024-10-06,288
SHIP08231,ORD08231,2024-12-15,2024-12-17,48
SHIP08232,ORD08232,2025-03-29,2025-04-08,240
SHIP08233,ORD08233,2025-03-26,2025-04-05,240
SHIP08234,ORD08234,2026-04-07,2026-04-15,192
SHIP08235,ORD08235,2025-10-01,2025-10-08,168
SHIP08236,ORD08236,2026-02-21,2026-02-23,48
SHIP08237,ORD08237,2025-12-07,2025-12-12,120
SHIP08238,ORD08238,2025-08-16,2025-08-23,168
SHIP08239,ORD08239,2025-07-25,2025-08-05,264
SHIP08240,ORD08240,2025-05-06,2025-05-08,48
SHIP08241,ORD08241,2026-05-28,2026-06-03,144
SHIP08242,ORD08242,2025-01-31,2025-02-07,168
SHIP08243,ORD08243,2026-02-26,2026-03-06,192
SHIP08244,ORD08244,2025-04-16,2025-04-18,48
SHIP08245,ORD08245,2024-10-30,2024-11-09,240
SHIP08246,ORD08246,2025-08-30,2025-09-05,144
SHIP08247,ORD08247,2024-09-01,2024-09-07,144
SHIP08248,ORD08248,2025-01-10,2025-01-16,144
SHIP08249,ORD08249,2025-03-28,2025-03-29,24
SHIP08250,ORD08250,2025-09-12,2025-09-22,240
SHIP08251,ORD08251,2024-11-08,2024-11-14,144
SHIP08252,ORD08252,2024-08-28,2024-09-05,192
SHIP08253,ORD08253,2025-02-19,2025-02-26,168
SHIP08254,ORD08254,2024-07-16,2024-07-21,120
SHIP08255,ORD08255,2025-02-18,2025-03-02,288
SHIP08256,ORD08256,2026-01-12,2026-01-23,264
SHIP08257,ORD08257,2024-11-13,2024-11-23,240
SHIP08258,ORD08258,2025-07-13,2025-07-20,168
SHIP08259,ORD08259,2026-01-14,2026-01-22,192
SHIP08260,ORD08260,2024-10-23,2024-10-31,192
SHIP08261,ORD08261,2025-09-18,2025-09-28,240
SHIP08262,ORD08262,2024-11-10,2024-11-20,240
SHIP08263,ORD08263,2025-06-28,2025-07-09,264
SHIP08264,ORD08264,2026-02-13,2026-02-24,264
SHIP08265,ORD08265,2025-12-26,2026-01-05,240
SHIP08266,ORD08266,2025-06-22,2025-06-28,144
SHIP08267,ORD08267,2024-11-07,2024-11-09,48
SHIP08268,ORD08268,2024-08-06,2024-08-10,96
SHIP08269,ORD08269,2024-08-29,2024-08-30,24
SHIP08270,ORD08270,2025-09-07,2025-09-10,72
SHIP08271,ORD08271,2026-01-06,2026-01-14,192
SHIP08272,ORD08272,2025-01-31,2025-02-05,120
SHIP08273,ORD08273,2024-12-05,2024-12-14,216
SHIP08274,ORD08274,2026-03-15,2026-03-18,72
SHIP08275,ORD08275,2025-11-03,2025-11-05,48
SHIP08276,ORD08276,2025-11-05,2025-11-08,72
SHIP08277,ORD08277,2026-02-06,2026-02-17,264
SHIP08278,ORD08278,2025-02-28,2025-03-08,192
SHIP08279,ORD08279,2026-04-30,2026-05-06,144
SHIP08280,ORD08280,2025-08-31,2025-09-09,216
SHIP08281,ORD08281,2025-03-19,2025-03-23,96
SHIP08282,ORD08282,2024-12-25,2024-12-29,96
SHIP08283,ORD08283,2025-03-16,2025-03-24,192
SHIP08284,ORD08284,2025-09-10,2025-09-18,192
SHIP08285,ORD08285,2025-11-18,2025-11-25,168
SHIP08286,ORD08286,2026-02-11,2026-02-22,264
SHIP08287,ORD08287,2025-04-29,2025-04-30,24
SHIP08288,ORD08288,2025-03-16,2025-03-22,144
SHIP08289,ORD08289,2026-03-13,2026-03-15,48
SHIP08290,ORD08290,2026-06-11,2026-06-21,240
SHIP08291,ORD08291,2025-09-08,2025-09-13,120
SHIP08292,ORD08292,2024-09-05,2024-09-08,72
SHIP08293,ORD08293,2025-03-25,2025-03-31,144
SHIP08294,ORD08294,2024-12-15,2024-12-26,264
SHIP08295,ORD08295,2025-07-30,2025-08-05,144
SHIP08296,ORD08296,2026-01-24,2026-02-05,288
SHIP08297,ORD08297,2025-08-12,2025-08-16,96
SHIP08298,ORD08298,2025-07-05,2025-07-07,48
SHIP08299,ORD08299,2025-07-11,2025-07-12,24
SHIP08300,ORD08300,2025-05-08,2025-05-20,288
SHIP08301,ORD08301,2026-01-14,2026-01-16,48
SHIP08302,ORD08302,2026-07-09,2026-07-18,216
SHIP08303,ORD08303,2026-02-27,2026-03-02,72
SHIP08304,ORD08304,2025-01-13,2025-01-14,24
SHIP08305,ORD08305,2024-09-09,2024-09-11,48
SHIP08306,ORD08306,2026-07-11,2026-07-16,120
SHIP08307,ORD08307,2024-07-20,2024-07-21,24
SHIP08308,ORD08308,2024-08-22,2024-09-02,264
SHIP08309,ORD08309,2025-10-04,2025-10-15,264
SHIP08310,ORD08310,2026-04-18,2026-04-20,48
SHIP08311,ORD08311,2025-07-27,2025-07-29,48
SHIP08312,ORD08312,2025-04-16,2025-04-20,96
SHIP08313,ORD08313,2024-09-26,2024-09-28,48
SHIP08314,ORD08314,2024-09-09,2024-09-16,168
SHIP08315,ORD08315,2025-06-04,2025-06-14,240
SHIP08316,ORD08316,2024-12-30,2025-01-10,264
SHIP08317,ORD08317,2025-05-02,2025-05-06,96
SHIP08318,ORD08318,2024-08-16,2024-08-24,192
SHIP08319,ORD08319,2024-11-20,2024-12-01,264
SHIP08320,ORD08320,2025-10-05,2025-10-16,264
SHIP08321,ORD08321,2024-09-26,2024-10-06,240
SHIP08322,ORD08322,2025-11-08,2025-11-14,144
SHIP08323,ORD08323,2024-10-12,2024-10-17,120
SHIP08324,ORD08324,2024-07-16,2024-07-20,96
SHIP08325,ORD08325,2025-12-25,2026-01-06,288
SHIP08326,ORD08326,2026-05-08,2026-05-14,144
SHIP08327,ORD08327,2025-02-09,2025-02-19,240
SHIP08328,ORD08328,2025-05-30,2025-06-04,120
SHIP08329,ORD08329,2025-08-06,2025-08-07,24
SHIP08330,ORD08330,2025-03-11,2025-03-17,144
SHIP08331,ORD08331,2025-06-15,2025-06-23,192
SHIP08332,ORD08332,2024-09-09,2024-09-14,120
SHIP08333,ORD08333,2024-12-21,2024-12-22,24
SHIP08334,ORD08334,2026-07-11,2026-07-15,96
SHIP08335,ORD08335,2025-12-30,2026-01-07,192
SHIP08336,ORD08336,2024-11-20,2024-11-21,24
SHIP08337,ORD08337,2026-02-13,2026-02-24,264
SHIP08338,ORD08338,2025-10-28,2025-11-09,288
SHIP08339,ORD08339,2026-05-23,2026-05-26,72
SHIP08340,ORD08340,2025-08-31,2025-09-10,240
SHIP08341,ORD08341,2026-05-10,2026-05-11,24
SHIP08342,ORD08342,2025-01-20,2025-01-24,96
SHIP08343,ORD08343,2024-11-03,2024-11-15,288
SHIP08344,ORD08344,2024-09-17,2024-09-28,264
SHIP08345,ORD08345,2025-02-12,2025-02-24,288
SHIP08346,ORD08346,2026-02-16,2026-02-19,72
SHIP08347,ORD08347,2025-06-30,2025-07-05,120
SHIP08348,ORD08348,2025-03-19,2025-03-20,24
SHIP08349,ORD08349,2024-10-14,2024-10-21,168
SHIP08350,ORD08350,2025-05-16,2025-05-23,168
SHIP08351,ORD08351,2026-05-31,2026-06-11,264
SHIP08352,ORD08352,2026-04-15,2026-04-26,264
SHIP08353,ORD08353,2024-10-18,2024-10-21,72
SHIP08354,ORD08354,2026-05-17,2026-05-29,288
SHIP08355,ORD08355,2025-03-23,2025-04-04,288
SHIP08356,ORD08356,2025-05-31,2025-06-02,48
SHIP08357,ORD08357,2025-07-03,2025-07-08,120
SHIP08358,ORD08358,2025-11-27,2025-11-30,72
SHIP08359,ORD08359,2025-03-05,2025-03-07,48
SHIP08360,ORD08360,2026-06-24,2026-06-27,72
SHIP08361,ORD08361,2025-09-05,2025-09-06,24
SHIP08362,ORD08362,2026-05-05,2026-05-07,48
SHIP08363,ORD08363,2025-12-04,2025-12-05,24
SHIP08364,ORD08364,2026-07-07,2026-07-10,72
SHIP08365,ORD08365,2025-09-11,2025-09-15,96
SHIP08366,ORD08366,2024-12-22,2025-01-03,288
SHIP08367,ORD08367,2025-11-12,2025-11-16,96
SHIP08368,ORD08368,2024-07-15,2024-07-21,144
SHIP08369,ORD08369,2026-03-31,2026-04-02,48
SHIP08370,ORD08370,2026-01-20,2026-01-31,264
SHIP08371,ORD08371,2024-08-04,2024-08-05,24
SHIP08372,ORD08372,2025-10-01,2025-10-03,48
SHIP08373,ORD08373,2026-05-22,2026-05-29,168
SHIP08374,ORD08374,2026-04-19,2026-04-26,168
SHIP08375,ORD08375,2025-06-24,2025-06-28,96
SHIP08376,ORD08376,2025-06-03,2025-06-07,96
SHIP08377,ORD08377,2025-12-11,2025-12-20,216
SHIP08378,ORD08378,2026-02-10,2026-02-12,48
SHIP08379,ORD08379,2026-05-25,2026-05-27,48
SHIP08380,ORD08380,2025-05-29,2025-06-07,216
SHIP08381,ORD08381,2024-11-24,2024-11-30,144
SHIP08382,ORD08382,2025-11-25,2025-12-06,264
SHIP08383,ORD08383,2024-08-11,2024-08-17,144
SHIP08384,ORD08384,2025-01-06,2025-01-08,48
SHIP08385,ORD08385,2026-06-29,2026-07-01,48
SHIP08386,ORD08386,2024-11-22,2024-12-04,288
SHIP08387,ORD08387,2024-12-31,2025-01-05,120
SHIP08388,ORD08388,2026-02-15,2026-02-23,192
SHIP08389,ORD08389,2026-01-06,2026-01-09,72
SHIP08390,ORD08390,2025-11-15,2025-11-24,216
SHIP08391,ORD08391,2024-11-18,2024-11-19,24
SHIP08392,ORD08392,2025-03-22,2025-04-02,264
SHIP08393,ORD08393,2025-05-09,2025-05-19,240
SHIP08394,ORD08394,2026-05-17,2026-05-27,240
SHIP08395,ORD08395,2025-01-27,2025-01-30,72
SHIP08396,ORD08396,2025-03-25,2025-03-29,96
SHIP08397,ORD08397,2025-03-29,2025-04-01,72
SHIP08398,ORD08398,2026-06-27,2026-07-04,168
SHIP08399,ORD08399,2026-04-20,2026-04-30,240
SHIP08400,ORD08400,2025-10-07,2025-10-12,120
SHIP08401,ORD08401,2025-01-11,2025-01-19,192
SHIP08402,ORD08402,2024-11-27,2024-12-01,96
SHIP08403,ORD08403,2024-12-16,2024-12-22,144
SHIP08404,ORD08404,2025-01-08,2025-01-09,24
SHIP08405,ORD08405,2025-09-23,2025-09-27,96
SHIP08406,ORD08406,2024-09-29,2024-10-03,96
SHIP08407,ORD08407,2024-11-30,2024-12-07,168
SHIP08408,ORD08408,2025-07-15,2025-07-19,96
SHIP08409,ORD08409,2025-01-12,2025-01-18,144
SHIP08410,ORD08410,2026-03-09,2026-03-15,144
SHIP08411,ORD08411,2025-11-03,2025-11-14,264
SHIP08412,ORD08412,2026-07-06,2026-07-10,96
SHIP08413,ORD08413,2025-09-28,2025-09-29,24
SHIP08414,ORD08414,2026-05-31,2026-06-05,120
SHIP08415,ORD08415,2025-07-27,2025-08-08,288
SHIP08416,ORD08416,2025-07-03,2025-07-07,96
SHIP08417,ORD08417,2025-09-15,2025-09-26,264
SHIP08418,ORD08418,2026-05-08,2026-05-09,24
SHIP08419,ORD08419,2026-01-06,2026-01-08,48
SHIP08420,ORD08420,2026-02-24,2026-03-04,192
SHIP08421,ORD08421,2025-08-11,2025-08-14,72
SHIP08422,ORD08422,2026-02-14,2026-02-19,120
SHIP08423,ORD08423,2025-01-04,2025-01-13,216
SHIP08424,ORD08424,2024-12-10,2024-12-16,144
SHIP08425,ORD08425,2024-08-04,2024-08-12,192
SHIP08426,ORD08426,2025-10-29,2025-11-08,240
SHIP08427,ORD08427,2025-10-06,2025-10-15,216
SHIP08428,ORD08428,2024-08-28,2024-09-02,120
SHIP08429,ORD08429,2025-10-02,2025-10-14,288
SHIP08430,ORD08430,2025-09-06,2025-09-17,264
SHIP08431,ORD08431,2025-07-19,2025-07-23,96
SHIP08432,ORD08432,2026-02-27,2026-03-05,144
SHIP08433,ORD08433,2025-07-29,2025-08-10,288
SHIP08434,ORD08434,2025-03-20,2025-03-22,48
SHIP08435,ORD08435,2025-04-24,2025-05-05,264
SHIP08436,ORD08436,2025-07-24,2025-08-04,264
SHIP08437,ORD08437,2026-05-07,2026-05-12,120
SHIP08438,ORD08438,2025-09-30,2025-10-05,120
SHIP08439,ORD08439,2025-08-28,2025-09-08,264
SHIP08440,ORD08440,2024-08-26,2024-09-01,144
SHIP08441,ORD08441,2026-02-23,2026-02-26,72
SHIP08442,ORD08442,2025-03-23,2025-04-02,240
SHIP08443,ORD08443,2026-01-09,2026-01-18,216
SHIP08444,ORD08444,2026-03-29,2026-04-07,216
SHIP08445,ORD08445,2026-04-14,2026-04-21,168
SHIP08446,ORD08446,2025-04-28,2025-04-30,48
SHIP08447,ORD08447,2025-07-03,2025-07-04,24
SHIP08448,ORD08448,2024-08-20,2024-08-25,120
SHIP08449,ORD08449,2024-08-05,2024-08-13,192
SHIP08450,ORD08450,2025-10-27,2025-11-02,144
SHIP08451,ORD08451,2025-11-03,2025-11-11,192
SHIP08452,ORD08452,2025-05-05,2025-05-16,264
SHIP08453,ORD08453,2024-09-08,2024-09-19,264
SHIP08454,ORD08454,2024-09-28,2024-10-01,72
SHIP08455,ORD08455,2026-03-23,2026-03-30,168
SHIP08456,ORD08456,2024-10-26,2024-11-07,288
SHIP08457,ORD08457,2026-02-05,2026-02-15,240
SHIP08458,ORD08458,2025-01-02,2025-01-12,240
SHIP08459,ORD08459,2024-12-26,2025-01-07,288
SHIP08460,ORD08460,2025-04-11,2025-04-16,120
SHIP08461,ORD08461,2025-09-04,2025-09-15,264
SHIP08462,ORD08462,2025-01-15,2025-01-23,192
SHIP08463,ORD08463,2025-05-08,2025-05-14,144
SHIP08464,ORD08464,2024-10-06,2024-10-07,24
SHIP08465,ORD08465,2025-05-23,2025-05-28,120
SHIP08466,ORD08466,2025-07-08,2025-07-18,240
SHIP08467,ORD08467,2024-08-03,2024-08-14,264
SHIP08468,ORD08468,2025-06-19,2025-06-25,144
SHIP08469,ORD08469,2026-04-04,2026-04-12,192
SHIP08470,ORD08470,2026-02-19,2026-02-25,144
SHIP08471,ORD08471,2025-05-03,2025-05-08,120
SHIP08472,ORD08472,2025-02-22,2025-02-24,48
SHIP08473,ORD08473,2025-07-05,2025-07-06,24
SHIP08474,ORD08474,2024-09-20,2024-10-01,264
SHIP08475,ORD08475,2025-03-22,2025-04-01,240
SHIP08476,ORD08476,2025-03-18,2025-03-25,168
SHIP08477,ORD08477,2025-01-16,2025-01-24,192
SHIP08478,ORD08478,2025-02-05,2025-02-09,96
SHIP08479,ORD08479,2025-01-23,2025-02-01,216
SHIP08480,ORD08480,2026-01-12,2026-01-15,72
SHIP08481,ORD08481,2026-04-06,2026-04-11,120
SHIP08482,ORD08482,2025-10-03,2025-10-05,48
SHIP08483,ORD08483,2024-11-07,2024-11-10,72
SHIP08484,ORD08484,2024-12-03,2024-12-05,48
SHIP08485,ORD08485,2026-01-03,2026-01-14,264
SHIP08486,ORD08486,2025-10-01,2025-10-06,120
SHIP08487,ORD08487,2026-04-04,2026-04-13,216
SHIP08488,ORD08488,2024-07-25,2024-08-02,192
SHIP08489,ORD08489,2024-09-21,2024-09-29,192
SHIP08490,ORD08490,2025-01-24,2025-02-03,240
SHIP08491,ORD08491,2026-07-03,2026-07-04,24
SHIP08492,ORD08492,2025-11-26,2025-12-01,120
SHIP08493,ORD08493,2025-02-15,2025-02-19,96
SHIP08494,ORD08494,2024-07-23,2024-07-27,96
SHIP08495,ORD08495,2025-04-12,2025-04-22,240
SHIP08496,ORD08496,2026-05-19,2026-05-26,168
SHIP08497,ORD08497,2026-06-24,2026-07-04,240
SHIP08498,ORD08498,2026-04-12,2026-04-19,168
SHIP08499,ORD08499,2025-03-29,2025-04-10,288
SHIP08500,ORD08500,2025-01-29,2025-02-05,168
SHIP08501,ORD08501,2024-10-07,2024-10-14,168
SHIP08502,ORD08502,2025-06-17,2025-06-26,216
SHIP08503,ORD08503,2024-10-17,2024-10-19,48
SHIP08504,ORD08504,2025-10-08,2025-10-17,216
SHIP08505,ORD08505,2024-10-27,2024-11-01,120
SHIP08506,ORD08506,2025-03-17,2025-03-23,144
SHIP08507,ORD08507,2024-09-28,2024-10-01,72
SHIP08508,ORD08508,2024-08-21,2024-08-30,216
SHIP08509,ORD08509,2025-03-16,2025-03-25,216
SHIP08510,ORD08510,2025-02-10,2025-02-16,144
SHIP08511,ORD08511,2025-03-11,2025-03-18,168
SHIP08512,ORD08512,2024-08-06,2024-08-17,264
SHIP08513,ORD08513,2024-07-31,2024-08-05,120
SHIP08514,ORD08514,2025-12-18,2025-12-20,48
SHIP08515,ORD08515,2025-01-25,2025-01-26,24
SHIP08516,ORD08516,2025-01-16,2025-01-19,72
SHIP08517,ORD08517,2025-08-20,2025-08-28,192
SHIP08518,ORD08518,2025-09-11,2025-09-18,168
SHIP08519,ORD08519,2026-02-24,2026-03-02,144
SHIP08520,ORD08520,2024-11-11,2024-11-19,192
SHIP08521,ORD08521,2026-05-26,2026-06-02,168
SHIP08522,ORD08522,2026-02-01,2026-02-10,216
SHIP08523,ORD08523,2026-01-31,2026-02-12,288
SHIP08524,ORD08524,2026-04-20,2026-04-24,96
SHIP08525,ORD08525,2025-04-04,2025-04-11,168
SHIP08526,ORD08526,2024-11-09,2024-11-12,72
SHIP08527,ORD08527,2025-05-21,2025-05-30,216
SHIP08528,ORD08528,2026-05-07,2026-05-13,144
SHIP08529,ORD08529,2024-09-24,2024-09-29,120
SHIP08530,ORD08530,2024-10-17,2024-10-25,192
SHIP08531,ORD08531,2025-11-24,2025-11-25,24
SHIP08532,ORD08532,2025-12-06,2025-12-09,72
SHIP08533,ORD08533,2026-02-20,2026-02-21,24
SHIP08534,ORD08534,2026-01-04,2026-01-09,120
SHIP08535,ORD08535,2026-03-22,2026-03-28,144
SHIP08536,ORD08536,2026-06-19,2026-06-22,72
SHIP08537,ORD08537,2024-08-28,2024-09-06,216
SHIP08538,ORD08538,2025-12-20,2025-12-23,72
SHIP08539,ORD08539,2025-10-25,2025-10-26,24
SHIP08540,ORD08540,2025-02-23,2025-02-25,48
SHIP08541,ORD08541,2024-08-14,2024-08-17,72
SHIP08542,ORD08542,2024-08-30,2024-09-11,288
SHIP08543,ORD08543,2025-06-30,2025-07-11,264
SHIP08544,ORD08544,2024-09-24,2024-09-30,144
SHIP08545,ORD08545,2025-05-04,2025-05-07,72
SHIP08546,ORD08546,2024-08-03,2024-08-04,24
SHIP08547,ORD08547,2025-07-17,2025-07-29,288
SHIP08548,ORD08548,2026-02-27,2026-03-09,240
SHIP08549,ORD08549,2025-07-17,2025-07-22,120
SHIP08550,ORD08550,2025-07-18,2025-07-23,120
SHIP08551,ORD08551,2025-07-07,2025-07-12,120
SHIP08552,ORD08552,2026-02-11,2026-02-22,264
SHIP08553,ORD08553,2025-12-24,2026-01-04,264
SHIP08554,ORD08554,2025-05-09,2025-05-16,168
SHIP08555,ORD08555,2026-01-29,2026-02-06,192
SHIP08556,ORD08556,2026-02-26,2026-03-07,216
SHIP08557,ORD08557,2026-05-23,2026-06-01,216
SHIP08558,ORD08558,2024-07-16,2024-07-21,120
SHIP08559,ORD08559,2024-11-26,2024-12-05,216
SHIP08560,ORD08560,2025-05-09,2025-05-11,48
SHIP08561,ORD08561,2026-06-23,2026-06-29,144
SHIP08562,ORD08562,2026-05-04,2026-05-13,216
SHIP08563,ORD08563,2025-07-03,2025-07-13,240
SHIP08564,ORD08564,2025-07-24,2025-07-27,72
SHIP08565,ORD08565,2025-03-16,2025-03-22,144
SHIP08566,ORD08566,2025-05-18,2025-05-30,288
SHIP08567,ORD08567,2025-03-24,2025-03-26,48
SHIP08568,ORD08568,2024-10-28,2024-11-08,264
SHIP08569,ORD08569,2024-09-16,2024-09-17,24
SHIP08570,ORD08570,2025-05-14,2025-05-17,72
SHIP08571,ORD08571,2026-05-01,2026-05-10,216
SHIP08572,ORD08572,2025-11-28,2025-11-30,48
SHIP08573,ORD08573,2025-12-20,2025-12-31,264
SHIP08574,ORD08574,2024-12-28,2025-01-03,144
SHIP08575,ORD08575,2025-07-05,2025-07-13,192
SHIP08576,ORD08576,2025-04-07,2025-04-19,288
SHIP08577,ORD08577,2024-12-03,2024-12-11,192
SHIP08578,ORD08578,2024-10-26,2024-10-29,72
SHIP08579,ORD08579,2025-03-01,2025-03-08,168
SHIP08580,ORD08580,2024-07-17,2024-07-20,72
SHIP08581,ORD08581,2025-04-07,2025-04-11,96
SHIP08582,ORD08582,2026-01-05,2026-01-08,72
SHIP08583,ORD08583,2025-05-03,2025-05-12,216
SHIP08584,ORD08584,2025-10-05,2025-10-15,240
SHIP08585,ORD08585,2026-06-30,2026-07-07,168
SHIP08586,ORD08586,2026-01-25,2026-02-06,288
SHIP08587,ORD08587,2025-12-19,2025-12-27,192
SHIP08588,ORD08588,2026-04-26,2026-04-30,96
SHIP08589,ORD08589,2026-01-23,2026-01-25,48
SHIP08590,ORD08590,2025-12-21,2026-01-02,288
SHIP08591,ORD08591,2025-05-03,2025-05-05,48
SHIP08592,ORD08592,2026-04-22,2026-05-01,216
SHIP08593,ORD08593,2025-02-09,2025-02-17,192
SHIP08594,ORD08594,2025-12-09,2025-12-18,216
SHIP08595,ORD08595,2026-05-16,2026-05-25,216
SHIP08596,ORD08596,2024-12-14,2024-12-24,240
SHIP08597,ORD08597,2025-08-01,2025-08-04,72
SHIP08598,ORD08598,2024-09-04,2024-09-05,24
SHIP08599,ORD08599,2026-06-07,2026-06-13,144
SHIP08600,ORD08600,2025-01-10,2025-01-16,144
SHIP08601,ORD08601,2025-01-27,2025-02-03,168
SHIP08602,ORD08602,2026-07-05,2026-07-13,192
SHIP08603,ORD08603,2025-01-05,2025-01-15,240
SHIP08604,ORD08604,2025-07-17,2025-07-19,48
SHIP08605,ORD08605,2025-08-07,2025-08-12,120
SHIP08606,ORD08606,2025-12-30,2026-01-09,240
SHIP08607,ORD08607,2026-02-19,2026-02-26,168
SHIP08608,ORD08608,2025-08-21,2025-08-22,24
SHIP08609,ORD08609,2026-01-19,2026-01-25,144
SHIP08610,ORD08610,2024-11-01,2024-11-07,144
SHIP08611,ORD08611,2026-03-02,2026-03-13,264
SHIP08612,ORD08612,2025-07-11,2025-07-21,240
SHIP08613,ORD08613,2025-09-12,2025-09-19,168
SHIP08614,ORD08614,2025-12-16,2025-12-18,48
SHIP08615,ORD08615,2025-11-17,2025-11-18,24
SHIP08616,ORD08616,2025-08-28,2025-08-29,24
SHIP08617,ORD08617,2025-07-24,2025-08-04,264
SHIP08618,ORD08618,2025-01-03,2025-01-14,264
SHIP08619,ORD08619,2026-07-05,2026-07-12,168
SHIP08620,ORD08620,2025-07-29,2025-08-08,240
SHIP08621,ORD08621,2024-09-01,2024-09-06,120
SHIP08622,ORD08622,2024-07-24,2024-08-04,264
SHIP08623,ORD08623,2025-03-31,2025-04-08,192
SHIP08624,ORD08624,2025-05-23,2025-06-04,288
SHIP08625,ORD08625,2024-09-19,2024-09-27,192
SHIP08626,ORD08626,2025-09-20,2025-10-01,264
SHIP08627,ORD08627,2025-05-13,2025-05-23,240
SHIP08628,ORD08628,2025-02-18,2025-02-23,120
SHIP08629,ORD08629,2026-07-07,2026-07-15,192
SHIP08630,ORD08630,2025-02-07,2025-02-14,168
SHIP08631,ORD08631,2025-07-22,2025-07-25,72
SHIP08632,ORD08632,2026-07-04,2026-07-09,120
SHIP08633,ORD08633,2025-09-12,2025-09-23,264
SHIP08634,ORD08634,2025-03-19,2025-03-27,192
SHIP08635,ORD08635,2025-09-16,2025-09-17,24
SHIP08636,ORD08636,2025-03-26,2025-04-07,288
SHIP08637,ORD08637,2024-09-10,2024-09-14,96
SHIP08638,ORD08638,2025-11-18,2025-11-22,96
SHIP08639,ORD08639,2024-09-12,2024-09-15,72
SHIP08640,ORD08640,2025-06-22,2025-06-28,144
SHIP08641,ORD08641,2025-10-12,2025-10-18,144
SHIP08642,ORD08642,2025-03-08,2025-03-13,120
SHIP08643,ORD08643,2025-10-07,2025-10-13,144
SHIP08644,ORD08644,2024-10-17,2024-10-19,48
SHIP08645,ORD08645,2025-02-10,2025-02-21,264
SHIP08646,ORD08646,2026-02-04,2026-02-10,144
SHIP08647,ORD08647,2024-07-17,2024-07-18,24
SHIP08648,ORD08648,2024-11-09,2024-11-14,120
SHIP08649,ORD08649,2025-04-12,2025-04-19,168
SHIP08650,ORD08650,2025-08-14,2025-08-24,240
SHIP08651,ORD08651,2025-07-04,2025-07-05,24
SHIP08652,ORD08652,2026-06-05,2026-06-07,48
SHIP08653,ORD08653,2025-10-12,2025-10-18,144
SHIP08654,ORD08654,2025-03-31,2025-04-10,240
SHIP08655,ORD08655,2026-02-14,2026-02-23,216
SHIP08656,ORD08656,2025-09-20,2025-09-23,72
SHIP08657,ORD08657,2025-06-09,2025-06-13,96
SHIP08658,ORD08658,2025-03-19,2025-03-27,192
SHIP08659,ORD08659,2026-03-24,2026-04-04,264
SHIP08660,ORD08660,2024-11-11,2024-11-16,120
SHIP08661,ORD08661,2024-11-26,2024-12-02,144
SHIP08662,ORD08662,2024-11-15,2024-11-25,240
SHIP08663,ORD08663,2025-08-08,2025-08-13,120
SHIP08664,ORD08664,2025-01-15,2025-01-26,264
SHIP08665,ORD08665,2025-07-27,2025-08-08,288
SHIP08666,ORD08666,2024-11-10,2024-11-11,24
SHIP08667,ORD08667,2025-07-27,2025-07-30,72
SHIP08668,ORD08668,2024-10-01,2024-10-03,48
SHIP08669,ORD08669,2025-12-31,2026-01-04,96
SHIP08670,ORD08670,2024-08-16,2024-08-19,72
SHIP08671,ORD08671,2025-01-13,2025-01-19,144
SHIP08672,ORD08672,2024-08-18,2024-08-20,48
SHIP08673,ORD08673,2024-07-21,2024-07-25,96
SHIP08674,ORD08674,2024-12-30,2025-01-02,72
SHIP08675,ORD08675,2025-05-07,2025-05-16,216
SHIP08676,ORD08676,2025-06-09,2025-06-17,192
SHIP08677,ORD08677,2026-03-24,2026-04-05,288
SHIP08678,ORD08678,2024-07-26,2024-07-28,48
SHIP08679,ORD08679,2025-08-09,2025-08-20,264
SHIP08680,ORD08680,2025-06-19,2025-07-01,288
SHIP08681,ORD08681,2024-07-31,2024-08-12,288
SHIP08682,ORD08682,2025-01-03,2025-01-11,192
SHIP08683,ORD08683,2026-03-13,2026-03-16,72
SHIP08684,ORD08684,2026-02-28,2026-03-06,144
SHIP08685,ORD08685,2025-08-26,2025-09-07,288
SHIP08686,ORD08686,2026-05-12,2026-05-24,288
SHIP08687,ORD08687,2024-10-18,2024-10-24,144
SHIP08688,ORD08688,2024-10-14,2024-10-21,168
SHIP08689,ORD08689,2024-12-20,2024-12-26,144
SHIP08690,ORD08690,2024-09-19,2024-09-29,240
SHIP08691,ORD08691,2025-07-28,2025-07-29,24
SHIP08692,ORD08692,2025-03-03,2025-03-05,48
SHIP08693,ORD08693,2025-01-12,2025-01-22,240
SHIP08694,ORD08694,2025-03-03,2025-03-10,168
SHIP08695,ORD08695,2026-03-16,2026-03-23,168
SHIP08696,ORD08696,2026-04-25,2026-05-07,288
SHIP08697,ORD08697,2024-11-12,2024-11-15,72
SHIP08698,ORD08698,2025-10-18,2025-10-29,264
SHIP08699,ORD08699,2025-05-03,2025-05-08,120
SHIP08700,ORD08700,2026-01-04,2026-01-09,120
SHIP08701,ORD08701,2025-05-28,2025-05-30,48
SHIP08702,ORD08702,2024-10-18,2024-10-28,240
SHIP08703,ORD08703,2025-01-14,2025-01-18,96
SHIP08704,ORD08704,2026-06-14,2026-06-19,120
