Metric_ID,Shipment_ID,Delivery_Cost,Delay_Hours,Customer_Priority
MET05675,SHIP05675,14492.42,23,Low
MET05676,SHIP05676,9796.32,28,High
MET05677,SHIP05677,22723.41,7,High
MET05678,SHIP05678,23311.66,4,High
MET05679,SHIP05679,7155.7,11,Medium
MET05680,SHIP05680,110499.78,5,Low
MET05681,SHIP05681,8351.87,8,High
MET05682,SHIP05682,19176.71,15,Low
MET05683,SHIP05683,8525.51,4,Medium
MET05684,SHIP05684,19592.61,7,Medium
MET05685,SHIP05685,333421.64,10,Low
MET05686,SHIP05686,19208.97,21,Low
MET05687,SHIP05687,35102.48,16,Low
MET05688,SHIP05688,11569.34,8,Medium
MET05689,SHIP05689,54803.95,17,High
MET05690,SHIP05690,236663.48,10,Medium
MET05691,SHIP05691,31268.55,6,High
MET05692,SHIP05692,27436.11,6,High
MET05693,SHIP05693,324585.56,26,Low
MET05694,SHIP05694,23211.96,26,Low
MET05695,SHIP05695,26847.1,7,High
MET05696,SHIP05696,51315.52,18,Low
MET05697,SHIP05697,23236.93,14,High
MET05698,SHIP05698,10237.28,14,Low
MET05699,SHIP05699,18118.17,15,Low
MET05700,SHIP05700,10391.84,39,Low
MET05701,SHIP05701,13178.41,2,Low
MET05702,SHIP05702,62528.89,45,Low
MET05703,SHIP05703,10614.58,33,High
MET05704,SHIP05704,83725.56,7,Medium
MET05705,SHIP05705,31005.53,17,Low
MET05706,SHIP05706,243822.81,14,Medium
MET05707,SHIP05707,20436.04,6,Low
MET05708,SHIP05708,15096.11,8,Low
MET05709,SHIP05709,17903.39,9,Medium
MET05710,SHIP05710,28495.23,8,Low
MET05711,SHIP05711,26038.01,18,Low
MET05712,SHIP05712,14413.55,26,Low
MET05713,SHIP05713,18470.39,21,High
MET05714,SHIP05714,41729.71,35,High
MET05715,SHIP05715,25139.94,13,High
MET05716,SHIP05716,22708.94,3,High
MET05717,SHIP05717,14570.12,2,High
MET05718,SHIP05718,21804.05,13,Low
MET05719,SHIP05719,29002.0,16,Low
MET05720,SHIP05720,194924.35,13,Low
MET05721,SHIP05721,8111.3,17,Low
MET05722,SHIP05722,16971.51,14,Medium
MET05723,SHIP05723,15560.71,5,Medium
MET05724,SHIP05724,7447.17,23,High
MET05725,SHIP05725,28466.14,6,High
MET05726,SHIP05726,15776.71,2,Medium
MET05727,SHIP05727,23958.36,18,Low
MET05728,SHIP05728,25051.65,29,Medium
MET05729,SHIP05729,23954.91,5,High
MET05730,SHIP05730,27114.28,1,High
MET05731,SHIP05731,7850.99,15,Medium
MET05732,SHIP05732,7613.52,22,Low
MET05733,SHIP05733,5833.59,8,Low
MET05734,SHIP05734,3977.6,23,Low
MET05735,SHIP05735,67496.49,7,Medium
MET05736,SHIP05736,8960.39,12,Low
MET05737,SHIP05737,27450.18,7,Medium
MET05738,SHIP05738,25317.57,1,Low
MET05739,SHIP05739,44162.62,31,Medium
MET05740,SHIP05740,12077.68,5,Low
MET05741,SHIP05741,27918.92,9,Low
MET05742,SHIP05742,23593.35,17,Low
MET05743,SHIP05743,24202.87,23,High
MET05744,SHIP05744,23813.11,21,Low
MET05745,SHIP05745,14996.67,14,Medium
MET05746,SHIP05746,83967.35,10,Medium
MET05747,SHIP05747,7383.55,8,Low
MET05748,SHIP05748,18285.94,7,Medium
MET05749,SHIP05749,27545.35,25,High
MET05750,SHIP05750,11740.5,16,Low
MET05751,SHIP05751,37210.98,1,Medium
MET05752,SHIP05752,18493.99,36,Medium
MET05753,SHIP05753,26315.07,6,Medium
MET05754,SHIP05754,52525.47,19,High
MET05755,SHIP05755,55929.33,10,Low
MET05756,SHIP05756,19297.76,15,High
MET05757,SHIP05757,3390.22,11,High
MET05758,SHIP05758,45455.01,43,Low
MET05759,SHIP05759,20423.49,15,Medium
MET05760,SHIP05760,4183.98,12,Medium
MET05761,SHIP05761,8645.67,6,Medium
MET05762,SHIP05762,52282.84,30,Medium
MET05763,SHIP05763,22689.89,19,Medium
MET05764,SHIP05764,4887.74,9,Low
MET05765,SHIP05765,17918.08,25,Medium
MET05766,SHIP05766,103011.5,1,High
MET05767,SHIP05767,14780.78,15,High
MET05768,SHIP05768,14230.15,5,Medium
MET05769,SHIP05769,13242.43,14,Low
MET05770,SHIP05770,38708.12,21,Medium
MET05771,SHIP05771,11699.69,7,Low
MET05772,SHIP05772,29944.25,8,High
MET05773,SHIP05773,25084.76,0,Medium
MET05774,SHIP05774,44632.06,12,High
MET05775,SHIP05775,9787.59,21,Low
MET05776,SHIP05776,6995.96,11,Low
MET05777,SHIP05777,5777.31,12,Medium
MET05778,SHIP05778,11128.61,18,Medium
MET05779,SHIP05779,11357.63,9,Medium
MET05780,SHIP05780,22892.7,5,Low
MET05781,SHIP05781,9618.73,22,Medium
MET05782,SHIP05782,69864.23,16,Medium
MET05783,SHIP05783,17645.14,8,Medium
MET05784,SHIP05784,23640.16,5,High
MET05785,SHIP05785,33882.8,4,High
MET05786,SHIP05786,24619.87,15,Medium
MET05787,SHIP05787,19476.91,9,Medium
MET05788,SHIP05788,20926.34,9,Low
MET05789,SHIP05789,25432.68,14,Low
MET05790,SHIP05790,12242.34,14,Low
MET05791,SHIP05791,221023.99,6,Medium
MET05792,SHIP05792,15347.17,2,Low
MET05793,SHIP05793,217181.41,12,High
MET05794,SHIP05794,8207.64,14,High
MET05795,SHIP05795,66151.25,29,High
MET05796,SHIP05796,166557.65,17,High
MET05797,SHIP05797,10002.77,9,Medium
MET05798,SHIP05798,16444.94,12,Low
MET05799,SHIP05799,26010.5,16,Medium
MET05800,SHIP05800,16168.35,13,Low
MET05801,SHIP05801,17293.69,19,Low
MET05802,SHIP05802,28250.73,2,Medium
MET05803,SHIP05803,21288.76,25,Medium
MET05804,SHIP05804,26765.36,14,Medium
MET05805,SHIP05805,11272.77,9,High
MET05806,SHIP05806,29232.78,15,Low
MET05807,SHIP05807,7561.7,8,Low
MET05808,SHIP05808,33937.1,19,Low
MET05809,SHIP05809,21303.23,10,Low
MET05810,SHIP05810,120323.81,1,Low
MET05811,SHIP05811,8613.9,2,Low
MET05812,SHIP05812,10844.07,9,Medium
MET05813,SHIP05813,21809.87,24,Low
MET05814,SHIP05814,7955.88,36,High
MET05815,SHIP05815,7603.18,9,High
MET05816,SHIP05816,66407.47,16,High
MET05817,SHIP05817,21442.4,9,High
MET05818,SHIP05818,34494.71,2,High
MET05819,SHIP05819,123525.91,10,High
MET05820,SHIP05820,13760.66,30,Low
MET05821,SHIP05821,20604.38,2,Medium
MET05822,SHIP05822,27708.45,3,Low
MET05823,SHIP05823,15299.99,17,Low
MET05824,SHIP05824,216337.3,6,Medium
MET05825,SHIP05825,28311.96,40,Low
MET05826,SHIP05826,13222.59,41,Medium
MET05827,SHIP05827,275841.42,8,Low
MET05828,SHIP05828,318373.64,10,Medium
MET05829,SHIP05829,13168.79,15,Low
MET05830,SHIP05830,213912.55,8,Medium
MET05831,SHIP05831,10648.73,12,High
MET05832,SHIP05832,23429.06,13,Medium
MET05833,SHIP05833,288584.32,14,Low
MET05834,SHIP05834,20344.27,16,Medium
MET05835,SHIP05835,27304.98,5,Low
MET05836,SHIP05836,19932.15,8,Low
MET05837,SHIP05837,324516.35,12,Medium
MET05838,SHIP05838,23397.69,15,High
MET05839,SHIP05839,25559.54,4,Low
MET05840,SHIP05840,55094.5,13,Low
MET05841,SHIP05841,11020.53,8,High
MET05842,SHIP05842,7378.96,1,High
MET05843,SHIP05843,22001.3,3,Medium
MET05844,SHIP05844,23016.72,32,High
MET05845,SHIP05845,29336.75,16,Medium
MET05846,SHIP05846,69465.08,6,Medium
MET05847,SHIP05847,27845.13,24,High
MET05848,SHIP05848,11265.82,13,Medium
MET05849,SHIP05849,18115.61,12,Medium
MET05850,SHIP05850,10663.59,14,Low
MET05851,SHIP05851,13569.45,10,Medium
MET05852,SHIP05852,28728.29,23,Low
MET05853,SHIP05853,13036.21,13,High
MET05854,SHIP05854,17517.52,6,Medium
MET05855,SHIP05855,5758.16,15,Medium
MET05856,SHIP05856,14190.18,14,Low
MET05857,SHIP05857,54069.73,13,Low
MET05858,SHIP05858,8251.13,8,Low
MET05859,SHIP05859,20251.98,15,Medium
MET05860,SHIP05860,19922.13,4,Low
MET05861,SHIP05861,19138.1,11,High
MET05862,SHIP05862,67820.14,13,Low
MET05863,SHIP05863,153252.05,7,Medium
MET05864,SHIP05864,23440.83,12,High
MET05865,SHIP05865,19132.82,2,Low
MET05866,SHIP05866,38235.7,9,Medium
MET05867,SHIP05867,27115.97,17,Low
MET05868,SHIP05868,297246.64,6,High
MET05869,SHIP05869,31190.04,12,Low
MET05870,SHIP05870,169469.04,24,High
MET05871,SHIP05871,5714.07,9,High
MET05872,SHIP05872,183431.71,8,Medium
MET05873,SHIP05873,4862.59,4,Low
MET05874,SHIP05874,43802.52,17,Low
MET05875,SHIP05875,29962.79,7,High
MET05876,SHIP05876,14606.23,12,High
MET05877,SHIP05877,260338.95,14,High
MET05878,SHIP05878,33153.54,18,High
MET05879,SHIP05879,4203.27,11,Medium
MET05880,SHIP05880,18346.99,13,High
MET05881,SHIP05881,25584.36,18,Low
MET05882,SHIP05882,10662.62,17,Medium
MET05883,SHIP05883,172457.2,9,Medium
MET05884,SHIP05884,13151.93,8,Low
MET05885,SHIP05885,49982.15,29,High
MET05886,SHIP05886,19640.06,8,Medium
MET05887,SHIP05887,271868.91,23,Medium
MET05888,SHIP05888,24681.17,35,High
MET05889,SHIP05889,22749.44,5,High
MET05890,SHIP05890,20825.81,7,High
MET05891,SHIP05891,4148.78,27,Low
MET05892,SHIP05892,28651.39,33,Medium
MET05893,SHIP05893,11423.82,13,Low
MET05894,SHIP05894,20807.33,3,High
MET05895,SHIP05895,15684.56,9,Low
MET05896,SHIP05896,331417.31,13,High
MET05897,SHIP05897,2982.28,14,Medium
MET05898,SHIP05898,27453.93,18,High
MET05899,SHIP05899,30657.0,29,Medium
MET05900,SHIP05900,302319.11,10,Low
MET05901,SHIP05901,21642.2,19,High
MET05902,SHIP05902,3320.92,9,Low
MET05903,SHIP05903,67526.12,12,Low
MET05904,SHIP05904,24249.39,26,High
MET05905,SHIP05905,15834.53,34,Medium
MET05906,SHIP05906,13771.89,10,High
MET05907,SHIP05907,104125.44,8,Low
MET05908,SHIP05908,7716.14,12,Low
MET05909,SHIP05909,23596.09,19,High
MET05910,SHIP05910,15010.36,14,Medium
MET05911,SHIP05911,251326.5,15,Medium
MET05912,SHIP05912,21860.2,9,High
MET05913,SHIP05913,28539.81,28,Low
MET05914,SHIP05914,16154.92,41,High
MET05915,SHIP05915,8852.74,9,High
MET05916,SHIP05916,18420.25,40,Medium
MET05917,SHIP05917,24401.35,38,High
MET05918,SHIP05918,5324.14,6,High
MET05919,SHIP05919,17134.36,39,High
MET05920,SHIP05920,14480.49,13,Low
MET05921,SHIP05921,12989.18,15,Medium
MET05922,SHIP05922,9696.19,24,High
MET05923,SHIP05923,23435.35,23,Low
MET05924,SHIP05924,16663.05,9,Medium
MET05925,SHIP05925,9678.39,26,Medium
MET05926,SHIP05926,13147.48,33,High
MET05927,SHIP05927,113823.64,17,Medium
MET05928,SHIP05928,61126.33,17,Medium
MET05929,SHIP05929,3726.37,1,Low
MET05930,SHIP05930,92111.12,22,High
MET05931,SHIP05931,40674.92,10,High
MET05932,SHIP05932,149527.43,7,High
MET05933,SHIP05933,28930.64,25,Medium
MET05934,SHIP05934,22788.99,16,Medium
MET05935,SHIP05935,7450.3,26,Low
MET05936,SHIP05936,36751.93,49,Medium
MET05937,SHIP05937,15217.96,16,High
MET05938,SHIP05938,131043.25,14,High
MET05939,SHIP05939,21505.67,8,Low
MET05940,SHIP05940,28770.39,6,Medium
MET05941,SHIP05941,20603.33,16,Medium
MET05942,SHIP05942,8827.9,14,High
MET05943,SHIP05943,19822.32,9,Low
MET05944,SHIP05944,49560.43,12,High
MET05945,SHIP05945,25697.67,5,Low
MET05946,SHIP05946,32365.96,17,Medium
MET05947,SHIP05947,37809.18,46,Medium
MET05948,SHIP05948,9651.47,8,Medium
MET05949,SHIP05949,32360.92,16,Low
MET05950,SHIP05950,3116.7,11,Medium
MET05951,SHIP05951,184758.75,29,High
MET05952,SHIP05952,12114.75,27,High
MET05953,SHIP05953,198101.06,9,Medium
MET05954,SHIP05954,24385.35,5,High
MET05955,SHIP05955,8667.69,12,Low
MET05956,SHIP05956,21921.39,6,Medium
MET05957,SHIP05957,165748.18,38,High
MET05958,SHIP05958,20295.2,6,Low
MET05959,SHIP05959,32677.85,33,Medium
MET05960,SHIP05960,20082.39,40,High
MET05961,SHIP05961,205508.61,12,High
MET05962,SHIP05962,9610.92,38,Medium
MET05963,SHIP05963,13321.09,44,High
MET05964,SHIP05964,29949.37,10,Low
MET05965,SHIP05965,17788.03,15,High
MET05966,SHIP05966,29939.32,5,High
MET05967,SHIP05967,186100.6,29,Low
MET05968,SHIP05968,49936.27,4,Low
MET05969,SHIP05969,24838.44,6,High
MET05970,SHIP05970,29419.31,15,High
MET05971,SHIP05971,11455.38,10,Medium
MET05972,SHIP05972,17153.74,12,High
MET05973,SHIP05973,26393.77,8,Low
MET05974,SHIP05974,11640.71,0,High
MET05975,SHIP05975,18182.25,37,High
MET05976,SHIP05976,18834.47,11,Medium
MET05977,SHIP05977,22832.98,6,Low
MET05978,SHIP05978,4878.45,8,High
MET05979,SHIP05979,26099.76,19,Medium
MET05980,SHIP05980,16657.18,12,Low
MET05981,SHIP05981,15677.64,9,High
MET05982,SHIP05982,9638.77,10,Low
MET05983,SHIP05983,214583.77,2,High
MET05984,SHIP05984,13727.66,12,High
MET05985,SHIP05985,23034.77,13,High
MET05986,SHIP05986,15651.8,29,High
MET05987,SHIP05987,15148.77,15,High
MET05988,SHIP05988,28126.67,12,Medium
MET05989,SHIP05989,22277.82,14,High
MET05990,SHIP05990,48552.4,9,High
MET05991,SHIP05991,22774.36,9,High
MET05992,SHIP05992,14852.4,1,Low
MET05993,SHIP05993,20141.81,1,Low
MET05994,SHIP05994,22660.25,5,Low
MET05995,SHIP05995,2780.73,26,Medium
MET05996,SHIP05996,7346.5,14,High
MET05997,SHIP05997,45379.79,18,Medium
MET05998,SHIP05998,28421.46,18,Medium
MET05999,SHIP05999,25056.28,6,High
MET06000,SHIP06000,6260.64,31,High
MET06001,SHIP06001,169013.21,7,Medium
MET06002,SHIP06002,64819.43,41,Medium
MET06003,SHIP06003,6777.96,14,High
MET06004,SHIP06004,24016.81,18,Low
MET06005,SHIP06005,15658.18,7,High
MET06006,SHIP06006,133856.54,30,Low
MET06007,SHIP06007,5760.05,7,Low
MET06008,SHIP06008,35980.83,12,Medium
MET06009,SHIP06009,11449.94,12,High
MET06010,SHIP06010,30225.75,15,Low
MET06011,SHIP06011,50562.78,2,High
MET06012,SHIP06012,12646.11,15,Low
MET06013,SHIP06013,28683.22,5,High
MET06014,SHIP06014,40415.25,9,Low
MET06015,SHIP06015,21564.45,16,Medium
MET06016,SHIP06016,16381.71,39,Medium
MET06017,SHIP06017,257079.36,23,Low
MET06018,SHIP06018,10032.54,1,High
MET06019,SHIP06019,124462.5,1,High
MET06020,SHIP06020,37257.51,31,Low
MET06021,SHIP06021,6677.2,3,High
MET06022,SHIP06022,8312.69,16,Low
MET06023,SHIP06023,29405.83,10,Medium
MET06024,SHIP06024,33134.82,7,Medium
MET06025,SHIP06025,58242.84,26,Low
MET06026,SHIP06026,88026.12,2,High
MET06027,SHIP06027,92724.1,0,Medium
MET06028,SHIP06028,23184.16,8,Low
MET06029,SHIP06029,224115.69,7,Medium
MET06030,SHIP06030,96071.11,2,Low
MET06031,SHIP06031,21444.02,8,High
MET06032,SHIP06032,8257.73,21,High
MET06033,SHIP06033,7610.62,5,Medium
MET06034,SHIP06034,7904.5,32,Low
MET06035,SHIP06035,14594.92,18,High
MET06036,SHIP06036,126465.59,13,Low
MET06037,SHIP06037,24429.59,14,High
MET06038,SHIP06038,12320.01,5,Low
MET06039,SHIP06039,35353.76,14,High
MET06040,SHIP06040,16301.09,31,Medium
MET06041,SHIP06041,20240.14,4,High
MET06042,SHIP06042,36055.76,8,Low
MET06043,SHIP06043,250963.02,10,Low
MET06044,SHIP06044,7974.91,6,High
MET06045,SHIP06045,18982.38,16,High
MET06046,SHIP06046,283078.2,0,Low
MET06047,SHIP06047,22665.16,3,Low
MET06048,SHIP06048,33337.14,1,Low
MET06049,SHIP06049,20358.35,6,High
MET06050,SHIP06050,16658.11,9,Low
MET06051,SHIP06051,23773.94,13,Low
MET06052,SHIP06052,16405.63,13,Low
MET06053,SHIP06053,233268.42,6,Medium
MET06054,SHIP06054,11204.62,34,High
MET06055,SHIP06055,39108.17,28,High
MET06056,SHIP06056,15276.32,35,Low
MET06057,SHIP06057,12360.12,13,High
MET06058,SHIP06058,35901.63,26,High
MET06059,SHIP06059,61264.48,25,Low
MET06060,SHIP06060,3561.05,9,High
MET06061,SHIP06061,16474.61,14,Medium
MET06062,SHIP06062,63971.31,15,Medium
MET06063,SHIP06063,13561.2,10,Medium
MET06064,SHIP06064,18787.9,20,Medium
MET06065,SHIP06065,16255.44,47,Medium
MET06066,SHIP06066,8334.45,15,Medium
MET06067,SHIP06067,7138.24,15,Medium
MET06068,SHIP06068,131075.77,1,Low
MET06069,SHIP06069,18134.91,29,Medium
MET06070,SHIP06070,15738.81,6,Low
MET06071,SHIP06071,9622.96,2,High
MET06072,SHIP06072,304485.7,14,High
MET06073,SHIP06073,16578.63,36,High
MET06074,SHIP06074,28671.98,20,Medium
MET06075,SHIP06075,22736.11,2,Medium
MET06076,SHIP06076,24842.64,5,Low
MET06077,SHIP06077,3774.38,7,Low
MET06078,SHIP06078,24251.33,13,High
MET06079,SHIP06079,25243.94,15,Medium
MET06080,SHIP06080,4607.04,10,Low
MET06081,SHIP06081,13547.39,15,Medium
MET06082,SHIP06082,19684.03,10,Low
MET06083,SHIP06083,2423.33,13,High
MET06084,SHIP06084,4737.93,15,High
MET06085,SHIP06085,2928.73,15,Medium
MET06086,SHIP06086,191208.3,0,Medium
MET06087,SHIP06087,20487.67,23,Low
MET06088,SHIP06088,7083.13,26,High
MET06089,SHIP06089,24704.07,19,High
MET06090,SHIP06090,25563.08,14,Low
MET06091,SHIP06091,9445.94,9,Low
MET06092,SHIP06092,7874.92,2,High
MET06093,SHIP06093,25959.43,15,High
MET06094,SHIP06094,7894.7,15,Low
MET06095,SHIP06095,27076.14,11,Low
MET06096,SHIP06096,13782.93,0,High
MET06097,SHIP06097,24027.1,5,High
MET06098,SHIP06098,20195.48,8,High
MET06099,SHIP06099,25347.51,7,High
MET06100,SHIP06100,29081.59,15,High
MET06101,SHIP06101,24530.64,12,High
MET06102,SHIP06102,159984.3,6,High
MET06103,SHIP06103,133446.68,7,Medium
MET06104,SHIP06104,274254.49,6,High
MET06105,SHIP06105,23078.94,41,Medium
MET06106,SHIP06106,206361.65,8,Medium
MET06107,SHIP06107,235045.95,12,Medium
MET06108,SHIP06108,3807.75,9,High
MET06109,SHIP06109,139321.32,23,Low
MET06110,SHIP06110,229113.48,15,Low
MET06111,SHIP06111,37065.35,40,High
MET06112,SHIP06112,29750.41,24,High
MET06113,SHIP06113,179937.22,8,Low
MET06114,SHIP06114,160967.02,7,Low
MET06115,SHIP06115,52601.1,26,Medium
MET06116,SHIP06116,5005.37,1,High
MET06117,SHIP06117,20738.74,11,Medium
MET06118,SHIP06118,25006.08,1,Low
MET06119,SHIP06119,18120.81,14,High
MET06120,SHIP06120,27034.63,4,High
MET06121,SHIP06121,35708.61,5,High
MET06122,SHIP06122,4425.1,15,High
MET06123,SHIP06123,18562.46,9,Low
MET06124,SHIP06124,12805.46,1,Low
MET06125,SHIP06125,5865.76,16,High
MET06126,SHIP06126,11120.31,33,Low
MET06127,SHIP06127,267128.44,16,Low
MET06128,SHIP06128,12115.12,17,Medium
MET06129,SHIP06129,32107.99,8,Medium
MET06130,SHIP06130,27036.4,25,Low
MET06131,SHIP06131,140980.12,7,Medium
MET06132,SHIP06132,26224.81,7,Low
MET06133,SHIP06133,22257.48,26,High
MET06134,SHIP06134,7540.42,13,Medium
MET06135,SHIP06135,15523.97,33,High
MET06136,SHIP06136,12834.0,19,High
MET06137,SHIP06137,11065.8,24,Low
MET06138,SHIP06138,9698.09,6,Low
MET06139,SHIP06139,13163.97,8,Medium
MET06140,SHIP06140,19837.17,6,Low
MET06141,SHIP06141,8016.4,6,High
MET06142,SHIP06142,35680.07,16,High
MET06143,SHIP06143,24896.63,18,Low
MET06144,SHIP06144,27822.06,10,High
MET06145,SHIP06145,26605.65,14,High
MET06146,SHIP06146,40401.19,17,Low
MET06147,SHIP06147,18117.87,8,High
MET06148,SHIP06148,25362.2,25,High
MET06149,SHIP06149,53261.26,20,High
MET06150,SHIP06150,13893.85,13,Medium
MET06151,SHIP06151,231269.53,16,Low
MET06152,SHIP06152,22297.34,11,High
MET06153,SHIP06153,24978.36,0,Low
MET06154,SHIP06154,69635.26,2,High
MET06155,SHIP06155,63921.97,7,Low
MET06156,SHIP06156,16365.4,9,Low
MET06157,SHIP06157,26516.44,5,Medium
MET06158,SHIP06158,79959.58,1,Low
MET06159,SHIP06159,6549.71,18,High
MET06160,SHIP06160,222861.31,1,Low
MET06161,SHIP06161,15646.41,11,High
MET06162,SHIP06162,28005.08,35,Low
MET06163,SHIP06163,8286.91,9,Medium
MET06164,SHIP06164,15928.23,15,High
MET06165,SHIP06165,18554.44,8,High
MET06166,SHIP06166,26381.88,20,Medium
MET06167,SHIP06167,17863.46,21,High
MET06168,SHIP06168,15833.0,9,Low
MET06169,SHIP06169,24612.38,9,Medium
MET06170,SHIP06170,19931.34,16,High
MET06171,SHIP06171,20358.1,11,Medium
MET06172,SHIP06172,18472.48,7,Medium
MET06173,SHIP06173,23855.46,21,Medium
MET06174,SHIP06174,3974.74,10,Medium
MET06175,SHIP06175,14966.04,16,High
MET06176,SHIP06176,8697.43,33,Medium
MET06177,SHIP06177,28817.92,3,Medium
MET06178,SHIP06178,18779.27,8,Medium
MET06179,SHIP06179,19133.43,8,High
MET06180,SHIP06180,16632.22,15,Low
MET06181,SHIP06181,21953.04,26,High
MET06182,SHIP06182,15316.45,27,Medium
MET06183,SHIP06183,6032.16,7,Low
MET06184,SHIP06184,229649.74,12,High
MET06185,SHIP06185,19619.22,8,Medium
MET06186,SHIP06186,25260.31,37,Low
MET06187,SHIP06187,14236.94,29,Low
MET06188,SHIP06188,18737.84,23,Low
MET06189,SHIP06189,26127.39,13,Low
MET06190,SHIP06190,11660.63,19,Medium
MET06191,SHIP06191,9683.25,16,Medium
MET06192,SHIP06192,308050.06,5,Medium
MET06193,SHIP06193,4509.94,27,High
MET06194,SHIP06194,11087.9,12,Medium
MET06195,SHIP06195,17473.46,20,Medium
MET06196,SHIP06196,28647.93,12,Medium
MET06197,SHIP06197,10868.47,28,Medium
MET06198,SHIP06198,21736.9,3,Medium
MET06199,SHIP06199,39836.5,15,Low
MET06200,SHIP06200,26980.81,5,High
MET06201,SHIP06201,24226.23,7,Low
MET06202,SHIP06202,5805.77,17,Medium
MET06203,SHIP06203,18926.73,5,Medium
MET06204,SHIP06204,21410.69,25,High
MET06205,SHIP06205,11751.06,6,Medium
MET06206,SHIP06206,37901.04,38,High
MET06207,SHIP06207,30104.19,8,Low
MET06208,SHIP06208,18281.92,17,High
MET06209,SHIP06209,50132.06,38,Medium
MET06210,SHIP06210,17509.89,7,Low
MET06211,SHIP06211,30693.43,9,Medium
MET06212,SHIP06212,10480.62,28,Medium
MET06213,SHIP06213,14152.86,9,Low
MET06214,SHIP06214,11312.84,6,Low
MET06215,SHIP06215,78208.74,7,Low
MET06216,SHIP06216,10881.16,7,Low
MET06217,SHIP06217,17889.68,5,Medium
MET06218,SHIP06218,20158.21,2,Medium
MET06219,SHIP06219,185450.97,14,High
MET06220,SHIP06220,22491.95,1,Medium
MET06221,SHIP06221,25455.94,19,Low
MET06222,SHIP06222,6250.03,15,High
MET06223,SHIP06223,7551.66,13,High
MET06224,SHIP06224,5690.93,17,High
MET06225,SHIP06225,59479.4,32,Medium
MET06226,SHIP06226,27663.38,21,High
MET06227,SHIP06227,76877.25,2,Medium
MET06228,SHIP06228,10405.13,6,Low
MET06229,SHIP06229,19265.66,16,Low
MET06230,SHIP06230,26696.9,15,Low
MET06231,SHIP06231,22205.26,11,Low
MET06232,SHIP06232,56762.31,34,High
MET06233,SHIP06233,21148.26,14,Medium
MET06234,SHIP06234,37514.63,16,High
MET06235,SHIP06235,17832.7,9,High
MET06236,SHIP06236,24386.27,6,Medium
MET06237,SHIP06237,27854.26,24,High
MET06238,SHIP06238,19880.83,6,High
MET06239,SHIP06239,26838.11,8,Medium
MET06240,SHIP06240,3899.54,19,Medium
MET06241,SHIP06241,28779.06,16,High
MET06242,SHIP06242,16273.47,15,Medium
MET06243,SHIP06243,6240.28,4,Low
MET06244,SHIP06244,34530.84,13,Low
MET06245,SHIP06245,18940.57,11,Medium
MET06246,SHIP06246,27409.76,24,High
MET06247,SHIP06247,18822.4,16,High
MET06248,SHIP06248,18464.76,1,Low
MET06249,SHIP06249,13148.43,36,High
MET06250,SHIP06250,14048.08,3,Medium
MET06251,SHIP06251,26399.46,14,Medium
MET06252,SHIP06252,19924.96,14,High
MET06253,SHIP06253,20438.11,12,High
MET06254,SHIP06254,31146.46,28,Low
MET06255,SHIP06255,33346.85,1,Low
MET06256,SHIP06256,22392.34,20,Medium
MET06257,SHIP06257,4627.74,8,Low
MET06258,SHIP06258,17335.69,12,Low
MET06259,SHIP06259,16906.71,16,Medium
MET06260,SHIP06260,27547.36,26,High
MET06261,SHIP06261,60845.46,19,Low
MET06262,SHIP06262,3623.83,24,Low
MET06263,SHIP06263,13163.64,17,High
MET06264,SHIP06264,118232.95,0,Low
MET06265,SHIP06265,5679.14,3,Low
